municipioId,municipio,departamentoId,departamento,latitud,longitud
27099,Bojayá (Bellavista),27,Chocó,6.5236111,-76.9744444
5101,Bolívar,5,Antioquia,5.8333333,-76
19100,Bolívar,19,Cauca,1.8333333,-76.9166667
68101,Bolívar,68,Santander,6.25,-74
76100,Bolívar,76,Valle del Cauca,4.3333333,-76.3333333
20060,Bosconia,20,Cesar,9.9761111,-73.8902778
15104,Boyacá,15,Boyacá,5.5,-72.5
5107,Briceño,5,Antioquia,7.1122222,-75.5541667
15106,Briceño,15,Boyacá,5.75,-73.8333333
68001,Bucaramanga,68,Santander,7.1297222,-73.1258333
54109,Bucarasica,54,Norte de Santander,8.0833333,-73
76109,Buenaventura,76,Valle del Cauca,3.8933333,-77.0697222
15109,Buenavista,15,Boyacá,5.5,-73.9666667
23079,Buenavista,23,Córdoba,8.7575,-75.89
63111,Buenavista,63,Quindío,4.3622222,-75.7394444
70110,Buenavista,70,Sucre,9.3222222,-74.9772222
19110,Buenos Aires,19,Cauca,2.9166667,-76.6666667
52110,Buesaco,52,Nariño,1.25,-77.0833333
76111,Buga,76,Valle del Cauca,3.9022222,-76.3027778
76113,Bugalagrande,76,Valle del Cauca,4.2094444,-76.1602778
5113,Burítica,5,Antioquia,6.75,-75.9166667
15114,Busbanza,15,Boyacá,5.9166667,-72.85
25120,Cabrera,25,Cundinamarca,3.9780556,-74.4858333
68121,Cabrera,68,Santander,6.6333333,-73.2
50124,Cabuyaro,50,Meta,4.2902778,-72.7905556
25123,Cachipay,25,Cundinamarca,5.2666667,-74.5666667
5125,Caicedo,5,Antioquia,6.45,-75.9666667
76122,Caicedonia,76,Valle del Cauca,4.3336591746,-75.8342456818
70124,Caimito,70,Sucre,8.8333333,-75.1666667
73124,Cajamarca,73,Tolima,4.4166667,-75.5
19130,Cajibío,19,Cauca,2.6666667,-76.6666667
25126,Cajicá,25,Cundinamarca,5,-74.05
13140,Calamar,13,Bolívar,10.25,-75
95015,Calamar,95,Guaviare,1.9597222,-72.6538889
63130,Calarcá,63,Quindío,4.5325,-75.6436111
5129,Caldas,5,Antioquia,6.0833333,-75.6333333
15131,Caldas,15,Boyacá,5.55,-73.8833333
19137,Caldono,19,Cauca,2.8333333,-76.4166667
68132,California,68,Santander,7.4166667,-72.85
76126,Calima (Darién),76,Valle del Cauca,3.9166667,-76.6666667
19142,Caloto,19,Cauca,3.0833333,-76.3333333
76001,Calí,76,Valle del Cauca,3.4372222,-76.5225
5134,Campamento,5,Antioquia,7.0833333,-75.25
8137,Campo de la Cruz,8,Atlántico,10.4166667,-74.9166667
41132,Campoalegre,41,Huila,2.6666667,-75.3333333
15135,Campohermoso,15,Boyacá,5.0833333,-73
23090,Canalete,23,Córdoba,8.6761111,-76.2041667
8141,Candelaria,8,Atlántico,10.5,-74.8333333
76130,Candelaria,76,Valle del Cauca,3.4130556,-76.3511111
13160,Cantagallo,13,Bolívar,7.3791667,-73.9180556
27135,Cantón de San Pablo,27,Chocó,5.3388889,-76.7313889
25148,Caparrapí,25,Cundinamarca,5.4166667,-74.5833333
68147,Capitanejo,68,Santander,6.6,-72.6333333
5142,Caracolí,5,Antioquia,6.4119444,-74.7605556
5145,Caramanta,5,Antioquia,5.5833333,-75.5833333
68152,Carcasí,68,Santander,6.8333333,-72.5
5147,Carepa,5,Antioquia,7.7663889,-76.6611111
73148,Carmen de Apicalá,73,Tolima,4.15,-74.7333333
25154,Carmen de Carupa,25,Cundinamarca,5.3502778,-73.9052778
5148,Carmen de Viboral,5,Antioquia,6.085,-75.3386111
27150,Carmen del Darién (CURBARADÓ),27,Chocó,7.158,-76.971
5150,Carolina,5,Antioquia,6.8,-75.25
13001,Cartagena,13,Bolívar,10.3997222,-75.5144444
18150,Cartagena del Chairá,18,Caquetá,1.35,-74.84
76147,Cartago,76,Valle del Cauca,4.7463889,-75.9116667
97161,Carurú,97,Vaupés,0.9166667,-70.7333333
73152,Casabianca,73,Tolima,5.0833333,-75.1666667
50150,Castilla la Nueva,50,Meta,3.8,-73.5833333
5154,Caucasia,5,Antioquia,7.9166667,-75
5138,Cañasgordas,5,Antioquia,6.75,-76
68160,Cepita,68,Santander,6.8333333,-72.9166667
23162,Cereté,23,Córdoba,8.9166667,-76
15162,Cerinza,15,Boyacá,6,-72.9166667
68162,Cerrito,68,Santander,7,-72.5833333
47161,Cerro San Antonio,47,Magdalena,10.25,-74.8333333
52240,Chachaguí,52,Nariño,1.3594305393,-77.2836685181
25168,Chaguaní,25,Cundinamarca,5,-74.65
70230,Chalán,70,Sucre,9.5491667,-75.3161111
73168,Chaparral,73,Tolima,3.75,-75.5833333
68167,Charalá,68,Santander,6.25,-73.0833333
68169,Charta,68,Santander,7.3,-72.9666667
5172,Chigorodó,5,Antioquia,7.6666667,-76.6666667
68176,Chima,68,Santander,6.4166667,-73.3333333
20175,Chimichagua,20,Cesar,9.2577778,-73.8177778
23168,Chimá,23,Córdoba,9.0833333,-75.6333333
15172,Chinavita,15,Boyacá,5.25,-73.3333333
17174,Chinchiná,17,Caldas,5,-75.6666667
54172,Chinácota,54,Norte de Santander,7.75,-72.55
23182,Chinú,23,Córdoba,9.0833333,-75.3333333
25178,Chipaque,25,Cundinamarca,4.5,-74.0833333
68179,Chipatá,68,Santander,6.1333333,-73.55
15176,Chiquinquirá,15,Boyacá,5.6333333,-73.75
20178,Chiriguaná,20,Cesar,9.5,-73.4166667
15180,Chiscas,15,Boyacá,6.75,-72.3333333
15183,Chita,15,Boyacá,6.1666667,-72.4166667
54174,Chitagá,54,Norte de Santander,7.1666667,-72.5833333
15185,Chitaraque,15,Boyacá,6.0833333,-73.3666667
15187,Chivatá,15,Boyacá,5.5333333,-73.2666667
47170,Chivolo,47,Magdalena,10.0280556,-74.6436111
25181,Choachí,25,Cundinamarca,4.5833333,-73.9166667
25183,Chocontá,25,Cundinamarca,5.1666667,-73.6666667
85015,Chámeza,85,Casanare,5,-72.75
25175,Chía,25,Cundinamarca,4.9166667,-74.05
15232,Chíquiza,15,Boyacá,5.6083333,-73.4886111
15236,Chívor,15,Boyacá,4.8855556,-73.3688889
13188,Cicuco,13,Bolívar,9.4166667,-74.7333333
68190,Cimitarra,68,Santander,6.3161111,-73.9505556
63190,Circasia,63,Quindío,4.6166667,-75.6333333
5190,Cisneros,5,Antioquia,6.5833333,-75.0833333
15189,Ciénaga,15,Boyacá,5.4666667,-73.25
47189,Ciénaga,47,Magdalena,10.8333333,-74.0833333
23189,Ciénaga de Oro,23,Córdoba,8.8333333,-75.6666667
13222,Clemencia,13,Bolívar,10.5891667,-75.3341667
5197,Cocorná,5,Antioquia,6,-75
73200,Coello,73,Tolima,4.3333333,-74.9166667
25200,Cogua,25,Cundinamarca,5.15,-73.9666667
41206,Colombia,41,Huila,2.5,-75.75
70204,Colosó (Ricaurte),70,Sucre,9.4966667,-75.3555556
86219,Colón,86,Putumayo,1.1936111,-76.9769444
52203,Colón (Génova),52,Nariño,1.5833333,-77
5206,Concepción,5,Antioquia,6.4166667,-75.25
68207,Concepción,68,Santander,6.9166667,-72.5
5209,Concordia,5,Antioquia,6.0833333,-75.9166667
47205,Concordia,47,Magdalena,9.8402778,-74.4447222
27205,Condoto,27,Chocó,5.1666667,-76.5
68209,Confines,68,Santander,6.4166667,-73.1666667
52207,Consaca,52,Nariño,1.2084064973,-77.4632263184
52210,Contadero,52,Nariño,0.9166667,-77.5333333
68211,Contratación,68,Santander,6.3333333,-73.4166667
54206,Convención,54,Norte de Santander,8.8333333,-73.2
5212,Copacabana,5,Antioquia,6.3333333,-75.5
15212,Coper,15,Boyacá,5.4333333,-74.0333333
63212,Cordobá,63,Quindío,4.3905556,-75.6888889
19212,Corinto,19,Cauca,3.1666667,-76.2
68217,Coromoro,68,Santander,6.3333333,-73
70215,Corozal,70,Sucre,9.3333333,-75.25
15215,Corrales,15,Boyacá,5.8666667,-72.8333333
25214,Cota,25,Cundinamarca,4.8333333,-74.1333333
23300,Cotorra,23,Córdoba,9.05,-75.8
15218,Covarachía,15,Boyacá,6.5833333,-72.7
70221,Coveñas,70,Sucre,9.4166667,-75.7
73217,Coyaima,73,Tolima,3.8333333,-75.0833333
81220,Cravo Norte,81,Arauca,6.3030556,-70.2016667
52224,Cuaspud (Carlosama),52,Nariño,0.8658333,-77.7294444
50223,Cubarral,50,Meta,3.7713889,-73.8377778
15223,Cubará,15,Boyacá,7.0411111,-72.0608333
15224,Cucaita,15,Boyacá,5.5333333,-73.4666667
25224,Cucunubá,25,Cundinamarca,5.25,-73.75
54223,Cucutilla,54,Norte de Santander,7.5,-72.75
15226,Cuitiva,15,Boyacá,5.65,-72.9166667
50226,Cumaral,50,Meta,4.25,-73.3333333
99773,Cumaribo,99,Vichada,4.4444444,-69.8002778
52227,Cumbal,52,Nariño,0.9166667,-77.9166667
52233,Cumbitara,52,Nariño,1.6533333,-77.5833333
73226,Cunday,73,Tolima,4.0833333,-74.6666667
18205,Curillo,18,Caquetá,1.0352778,-75.9247222
68229,Curití,68,Santander,6.6666667,-73
20228,Curumaní,20,Cesar,9.2041667,-73.5486111
5120,Cáceres,5,Antioquia,7.6666667,-75.3333333
54128,Cáchira,54,Norte de Santander,7.75,-73.1666667
54125,Cácota,54,Norte de Santander,7.25,-72.5833333
25151,Cáqueza,25,Cundinamarca,4.45,-73.95
27160,Cértegui,27,Chocó,5.4,-76.6
15204,Cómbita,15,Boyacá,5.75,-73.25
13212,Córdoba,13,Bolívar,9.5,-74.9166667
52215,Córdoba,52,Nariño,0.7833333,-77.3333333
54001,Cúcuta,54,Norte de Santander,7.8833333,-72.5052778
5234,Dabeiba,5,Antioquia,7,-76.25
76233,Dagua,76,Valle del Cauca,3.6602778,-76.6927778
44090,Dibulla,44,La Guajira,11.2722222,-73.3055556
44098,Distracción,44,La Guajira,10.8977778,-72.8869444
73236,Dolores,73,Tolima,3.6666667,-74.75
5237,Don Matías,5,Antioquia,6.5,-75.3333333
66170,Dos Quebradas,66,Risaralda,4.8347222,-75.6725
15238,Duitama,15,Boyacá,5.8269444,-73.0202778
54239,Durania,54,Norte de Santander,7.75,-72.6333333
5240,Ebéjico,5,Antioquia,6.3333333,-75.75
5250,El Bagre,5,Antioquia,7.5941667,-74.8119444
47245,El Banco,47,Magdalena,9.0455556,-73.9747222
76246,El Cairo,76,Valle del Cauca,4.75,-76.25
50245,El Calvario,50,Meta,4.4166667,-73.6666667
54245,El Carmen,54,Norte de Santander,8.75,-73.3333333
68235,El Carmen,68,Santander,6698,-73.511
27245,El Carmen de Atrato,27,Chocó,NA,NA
13244,El Carmen de Bolívar,13,Bolívar,9.75,-75.1666667
50251,El Castillo,50,Meta,3.5680556,-73.7838889
76248,El Cerrito,76,Valle del Cauca,3.6666667,-76.1666667
52250,El Charco,52,Nariño,2.3333333,-78.35
15244,El Cocuy,15,Boyacá,6.4166667,-72.4166667
25245,El Colegio,25,Cundinamarca,4.5833333,-74.45
20238,El Copey,20,Cesar,10.1505556,-73.965
18247,El Doncello,18,Caquetá,1.6794444,-75.2791667
50270,El Dorado,50,Meta,2.7791667,-72.8719444
76250,El Dovio,76,Valle del Cauca,4.5,-76.25
15248,El Espino,15,Boyacá,6.5833333,-72.4166667
68245,El Guacamayo,68,Santander,6.3333333,-73.4666667
13248,El Guamo,13,Bolívar,10.0833333,-74.9166667
44110,El Molino,44,La Guajira,10.6533333,-72.9241667
20250,El Paso,20,Cesar,9.6622222,-73.7519444
18256,El Paujil,18,Caquetá,1.564,-75.332
52254,El Peñol,52,Nariño,1.4333333,-77.4333333
13268,El Peñon,13,Bolívar,8.9833333,-73.95
68250,El Peñon,68,Santander,6.55,-72.8333333
25258,El Peñón,25,Cundinamarca,5.3333333,-74.3333333
47258,El Piñon,47,Magdalena,10.3333333,-74.6666667
68255,El Playón,68,Santander,7.4766667,-73.2080556
95025,El Retorno,95,Guaviare,2.3305556,-72.6277778
47268,El Retén,47,Magdalena,10.6166667,-74.2666667
70233,El Roble,70,Sucre,9.1,-75.2
25260,El Rosal,25,Cundinamarca,4.85,-74.2666667
52256,El Rosario,52,Nariño,1.8333333,-77.3333333
52258,El Tablón de Gómez,52,Nariño,NA,NA
19256,El Tambo,19,Cauca,2.5,-77
52260,El Tambo,52,Nariño,1.4,-77.3333333
54250,El Tarra,54,Norte de Santander,8.5847222,-73.0883333
54261,El Zulia,54,Norte de Santander,7.9355556,-72.605
76243,El Águila,76,Valle del Cauca,4.9166667,-76.0833333
41244,Elías,41,Huila,2.0833333,-76
68264,Encino,68,Santander,6.1666667,-73
68266,Enciso,68,Santander,6.75,-72.6333333
5264,Entrerríos,5,Antioquia,6.5833333,-75.5833333
5266,Envigado,5,Antioquia,6.1730556,-75.5638889
73268,Espinal,73,Tolima,4.2,-74.8333333
25269,Facatativá,25,Cundinamarca,4.8166667,-74.3666667
73270,Falan,73,Tolima,5.1333333,-75
17272,Filadelfia,17,Caldas,5.3,-75.6
63272,Filandia,63,Quindío,4.6666667,-75.6333333
15272,Firavitoba,15,Boyacá,5.75,-72.9666667
73275,Flandes,73,Tolima,4.25,-74.8333333
18001,Florencia,18,Caquetá,1.6175,-75.6175
19290,Florencia,19,Cauca,1.6944444,-77.0758333
15276,Floresta,15,Boyacá,5.9166667,-72.9166667
76275,Florida,76,Valle del Cauca,3.3275,-76.2386111
68276,Floridablanca,68,Santander,7.0647222,-73.0897222
68271,Florián,68,Santander,5.8047222,-73.9741667
44279,Fonseca,44,La Guajira,10.8333333,-72.8333333
81300,Fortúl,81,Arauca,6.7461111,-71.8566667
25281,Fosca,25,Cundinamarca,4.3333333,-73.9166667
52520,Francisco Pizarro,52,Nariño,2.1019444,-78.7216667
5282,Fredonia,5,Antioquia,5.9166667,-75.6666667
73283,Fresno,73,Tolima,5.1666667,-75.0833333
5284,Frontino,5,Antioquia,6.6666667,-76.3333333
50287,Fuente de Oro,50,Meta,3.4594444,-73.6127778
47288,Fundación,47,Magdalena,10.4166667,-73.9166667
52287,Funes,52,Nariño,0.95,-77.3333333
25286,Funza,25,Cundinamarca,4.7833333,-74.2
25290,Fusagasugá,25,Cundinamarca,4.4166667,-74.4
25279,Fómeque,25,Cundinamarca,4.5833333,-73.8333333
25288,Fúquene,25,Cundinamarca,5.4166667,-73.8
25293,Gachalá,25,Cundinamarca,4.6666667,-73.5
25295,Gachancipá,25,Cundinamarca,5.0833333,-73.8833333
15293,Gachantivá,15,Boyacá,5.75,-73.5
25297,Gachetá,25,Cundinamarca,4.9166667,-73.6666667
8296,Galapa,8,Atlántico,10.9166667,-74.8333333
70235,Galeras (Nueva Granada),70,Sucre,9.1630556,-75.0525
68296,Galán,68,Santander,6.7,-73.3
25299,Gama,25,Cundinamarca,4.75,-73.6
20295,Gamarra,20,Cesar,8.3333333,-73.6666667
15299,Garagoa,15,Boyacá,5.1333333,-73.3
41298,Garzón,41,Huila,2.25,-75.5833333
41306,Gigante,41,Huila,2.5,-75.5
76306,Ginebra,76,Valle del Cauca,3.75,-76.1666667
5306,Giraldo,5,Antioquia,6.6666667,-75.9166667
25307,Girardot,25,Cundinamarca,4.3030556,-74.8008333
5308,Girardota,5,Antioquia,6.4166667,-75.45
68306,Girón,68,Santander,7.0708333,-73.1730556
20310,Gonzalez,20,Cesar,8.4,-73.3333333
54313,Gramalote,54,Norte de Santander,7.9166667,-72.75
5313,Granada,5,Antioquia,6.1666667,-75.1333333
25312,Granada,25,Cundinamarca,5.0666667,-74.5666667
50313,Granada,50,Meta,3.5386111,-73.7005556
68318,Guaca,68,Santander,7,-72.7666667
15317,Guacamayas,15,Boyacá,6.5,-72.5
76318,Guacarí,76,Valle del Cauca,3.7694444,-76.3380556
52699,Guachavés,52,Nariño,1.2247222,-77.68
19300,Guachené,19,Cauca,3.1333333,-76.3833333
25317,Guachetá,25,Cundinamarca,5.4166667,-73.7
52317,Guachucal,52,Nariño,1,-77.75
5315,Guadalupe,5,Antioquia,6.8175,-75.2441667
41319,Guadalupe,41,Huila,2.0833333,-75.6666667
68320,Guadalupe,68,Santander,6.3,-73.3333333
25320,Guaduas,25,Cundinamarca,5.25,-74.6666667
52320,Guaitarilla,52,Nariño,1.15,-77.5
52323,Gualmatán,52,Nariño,0.8333333,-77.5833333
47318,Guamal,47,Magdalena,9.25,-74.1666667
50318,Guamal,50,Meta,3.9166667,-74
73319,Guamo,73,Tolima,4.0833333,-74.9166667
68322,Guapota,68,Santander,6.3833333,-73.25
19318,Guapí,19,Cauca,2.4166667,-77.6
70265,Guaranda,70,Sucre,8.4697222,-75.5383333
5318,Guarne,5,Antioquia,6.25,-75.4166667
25322,Guasca,25,Cundinamarca,4.8333333,-73.8333333
5321,Guatapé,5,Antioquia,6.25,-75.1666667
25324,Guataquí,25,Cundinamarca,4.5833333,-74.8
25326,Guatavita,25,Cundinamarca,4.9666667,-73.75
15322,Guateque,15,Boyacá,5.0833333,-73.5
68324,Guavatá,68,Santander,6,-73.65
25328,Guayabal de Siquima,25,Cundinamarca,4.8813889,-74.4702778
25335,Guayabetal,25,Cundinamarca,4.2163889,-73.8133333
15325,Guayatá,15,Boyacá,5,-73.5
68327,Guepsa,68,Santander,6.0833333,-73.5
15332,Guicán,15,Boyacá,6.75,-72.1666667
25339,Gutiérrez,25,Cundinamarca,4.25,-74
66318,Guática,66,Risaralda,5.3333333,-75.8333333
68298,Gámbita,68,Santander,6,-73.25
15296,Gámeza,15,Boyacá,5.85,-72.75
63302,Génova,63,Quindío,4.25,-75.6666667
5310,Gómez Plata,5,Antioquia,6.75,-75.8333333
54344,Hacarí,54,Norte de Santander,8.5,-73.0833333
13300,Hatillo de Loba,13,Bolívar,8.9586111,-74.0808333
68344,Hato,68,Santander,6.5833333,-73.3333333
85125,Hato Corozal,85,Casanare,6.1555556,-71.7655556
44378,Hatonuevo,44,La Guajira,11.0694444,-72.7669444
5347,Heliconia,5,Antioquia,6.2333333,-75.75
54347,Herrán,54,Norte de Santander,7.5,-72.4666667
73347,Herveo,73,Tolima,5.0833333,-75.1666667
5353,Hispania,5,Antioquia,5.8025,-75.9116667
41349,Hobo,41,Huila,2.5833333,-75.5
73349,Honda,73,Tolima,5.25,-74.8333333
73001,Ibagué,73,Tolima,4.4388889,-75.2322222
73352,Icononzo,73,Tolima,4.1666667,-74.55
52352,Iles,52,Nariño,0.95,-77.5333333
52354,Imúes,52,Nariño,1.05,-77.5
19355,Inzá,19,Cauca,2.6666667,-76.0833333
94001,Inírida,94,Guainía,3.8652778,-67.9238889
52356,Ipiales,52,Nariño,0.8302778,-77.6444444
41359,Isnos,41,Huila,2.0833333,-76.25
27361,Istmina,27,Chocó,5.1588889,-76.6916667
5360,Itagüí,5,Antioquia,6.1719444,-75.6113889
5361,Ituango,5,Antioquia,7.25,-76
15362,Izá,15,Boyacá,5.6666667,-72.9166667
19364,Jambaló,19,Cauca,2.85,-76.3166667
76364,Jamundí,76,Valle del Cauca,3.1666667,-76.5833333
5364,Jardín,5,Antioquia,5.5833333,-75.8333333
15367,Jenesano,15,Boyacá,5.3888889,-73.3680556
5368,Jericó,5,Antioquia,5.75,-75.75
15368,Jericó,15,Boyacá,6.2,-72.5833333
25368,Jerusalén,25,Cundinamarca,4.6666667,-74.6666667
68368,Jesús María,68,Santander,5.9166667,-73.8333333
68370,Jordán,68,Santander,6.75,-73.0666667
8132,Juan de Acosta,8,Atlántico,10.8333333,-75.0333333
25372,Junín,25,Cundinamarca,4.75,-73.6666667
27372,Juradó,27,Chocó,7,-77.6666667
23350,La Apartada y La Frontera,23,Córdoba,NA,NA
41378,La Argentina,41,Huila,2.25,-76.1666667
68377,La Belleza,68,Santander,5.8613889,-73.9683333
25377,La Calera,25,Cundinamarca,4.75,-73.9166667
15380,La Capilla,15,Boyacá,5.15,-73.45
5376,La Ceja,5,Antioquia,6,-75.4166667
66383,La Celia,66,Risaralda,4.9666667,-76
52378,La Cruz,52,Nariño,1.55,-76.8833333
76677,La Cumbre,76,Valle del Cauca,3.6666667,-76.5833333
17380,La Dorada,17,Caldas,5.5333333,-74.7
54385,La Esperanza,54,Norte de Santander,8.1666667,-72.4666667
5380,La Estrella,5,Antioquia,6.1666667,-75.6666667
52381,La Florida,52,Nariño,1.25,-77.4166667
20383,La Gloria,20,Cesar,8.5833333,-73.5833333
20400,La Jagua de Ibirico,20,Cesar,9.5641667,-73.3375
44420,La Jagua del Pilar,44,La Guajira,10.5166667,-73.0833333
52385,La Llanada,52,Nariño,1.4777778,-77.5838889
50350,La Macarena,50,Meta,2.8536111,-73.9436111
17388,La Merced,17,Caldas,5.4019444,-75.8847222
25386,La Mesa,25,Cundinamarca,4.6666667,-74.5
18410,La Montañita,18,Caquetá,1.5833333,-75.25
25394,La Palma,25,Cundinamarca,5.4166667,-74.4166667
68397,La Paz,68,Santander,6.25,-73.4666667
20621,La Paz (Robles),20,Cesar,10.1666667,-73.25
25398,La Peña,25,Cundinamarca,5.25,-74.4166667
5390,La Pintada,5,Antioquia,5.75,-75.6
41396,La Plata,41,Huila,2.4166667,-76.1666667
54398,La Playa,54,Norte de Santander,8.25,-73.1666667
99524,La Primavera,99,Vichada,5.4905556,-70.4091667
85136,La Salina,85,Casanare,6.1852778,-72.3444444
19392,La Sierra,19,Cauca,2.25,-76.8333333
63401,La Tebaida,63,Quindío,4.45,-75.8
52390,La Tola,52,Nariño,2.4108333,-78.2427778
5400,La Unión,5,Antioquia,5.9166667,-75.3333333
52399,La Unión,52,Nariño,1.5833333,-77.0833333
